NOMBRE,TIPO1,TIPO2,DOMICILIO,MAPS,HORARIO,TELEFONO
UMF 49 AGUALEGUAS,CLÕNICA,PUESTOS DE VACUNACI”N,"NOGALAR KM 1 SIN NUMERO  NUEVO LE”N, COL. JARD√çN AGUALEGUAS, AGUALEGUAS, C.P. 65800, NUEVO LE”N","https://maps.google.com/maps?q=26.3098,-99.5388&z=15&iwloc=near&addr",08:00 A 20:00 - LUN MAR MIE JUE VIE,N/D
UMFH 16 ALLENDE,CLÕNICA,PUESTOS DE VACUNACI”N,"MORELOS Y ESCOBEDO SIN NUMERO  NUEVO LE”N, COL. SECCI”N CENTRO, ALLENDE, C.P. 67350, NUEVO LE”N","https://maps.google.com/maps?q=25.2787,-100.02&z=15&iwloc=near&addr",08:00 A 20:00 - DOM LUN MAR MIE JUE VIE SAB,N/D
UMF 48 CD. AN¡HUAC,CLÕNICA,PUESTOS DE VACUNACI”N,"MONTERREYCOLOMBIA KM 1.5 SIN NUMERO  NUEVO LE”N, COL. AN√ÅHUAC Y RODR√çGUEZ CENTRO, ANAHUAC, C.P. 65030, NUEVO LE”N","https://maps.google.com/maps?q=27.2377,-100.142&z=15&iwloc=near&addr",08:00 A 20:00 - LUN MAR MIE JUE VIE,N/D
UMF 19 APODACA,CLÕNICA,PUESTOS DE VACUNACI”N,"MORELOS 420  NUEVO LE”N, COL. APODACA CENTRO, APODACA, C.P. 66600, NUEVO LE”N","https://maps.google.com/maps?q=25.7389,-100.194&z=15&iwloc=near&addr",08:00 A 20:00 - DOM LUN MAR MIE JUE VIE SAB,N/D
UMF 58 S. PEDRO GARZA,CLÕNICA,PUESTOS DE VACUNACI”N,"DÕAZ ORDAZ 336  NUEVO LE”N, COL. ZONA INDUSTRIAL, SAN PEDRO GARZA GARCIA, C.P. 66217, NUEVO LE”N","https://maps.google.com/maps?q=25.67471,-100.4095778&z=15&iwloc=near&addr",08:00 A 20:00 - DOM LUN MAR MIE JUE VIE SAB,N/D
UMF 42 EL CARMEN,CLÕNICA,PUESTOS DE VACUNACI”N,"VENUSTIANO CARRANZA 401  NUEVO LE”N, COL. EL CARMEN CENTRO, EL CARMEN, C.P. 66550, NUEVO LE”N","https://maps.google.com/maps?q=25.9349,-100.357&z=15&iwloc=near&addr",08:00 A 20:00 - DOM LUN MAR MIE JUE VIE SAB,N/D
UMF 54 ARAMBERRI,CLÕNICA,PUESTOS DE VACUNACI”N,"A LAMPACITOS KM 1. SIN NUMERO  NUEVO LE”N, COL. ARAMBERI CENTRO, ARAMBERRI, C.P. 67940, NUEVO LE”N","https://maps.google.com/maps?q=24.1029,-99.8191&z=15&iwloc=near&addr",08:00 A 20:00 - LUN MAR MIE JUE VIE,N/D
UMF 56 LA ASCENCI”N,CLÕNICA,PUESTOS DE VACUNACI”N,"BERNARDO REYES SIN NUMERO  NUEVO LE”N, COL. LA ASCENSI”N, ARAMBERRI, C.P. 67950, NUEVO LE”N","https://maps.google.com/maps?q=24.3246,-99.9138&z=15&iwloc=near&addr",08:00 A 20:00 - LUN MAR MIE JUE VIE,N/D
UMF 50 CERRALVO,CLÕNICA,PUESTOS DE VACUNACI”N,"GENERAL CALLES SIN NUMERO  NUEVO LE”N, COL. CIUDAD CERRARLVO, CERRALVO, C.P. 65900, NUEVO LE”N","https://maps.google.com/maps?q=26.0815,-99.6195&z=15&iwloc=near&addr",08:00 A 20:00 - LUN MAR MIE JUE VIE,N/D
UMF 44 CI…NEGA FLORES,CLÕNICA,PUESTOS DE VACUNACI”N,"INDEPENDENCIA 680  NUEVO LE”N, COL. CI…NEGA DE FLORES CENTRO, CIENEGA DE FLORES, C.P. 65550, NUEVO LE”N","https://maps.google.com/maps?q=25.9581,-100.17&z=15&iwloc=near&addr",08:00 A 20:00 - DOM LUN MAR MIE JUE VIE SAB,N/D
UMF 51 CHINA,CLÕNICA,PUESTOS DE VACUNACI”N,"ZARAGOZA 1414  NUEVO LE”N, COL. REVOLUCI”N, CHINA, C.P. 67050, NUEVO LE”N","https://maps.google.com/maps?q=25.7024,-99.2389&z=15&iwloc=near&addr",08:00 A 20:00 - LUN MAR MIE JUE VIE,N/D
UMF 55 DR. ARROYO,CLÕNICA,PUESTOS DE VACUNACI”N,"LINARES SIN NUMERO  NUEVO LE”N, COL. DOCTOR ARROYO CENTRO, DOCTOR ARROYO, C.P. 67900, NUEVO LE”N","https://maps.google.com/maps?q=23.6728,-100.182&z=15&iwloc=near&addr",08:00 A 20:00 - LUN MAR MIE JUE VIE,N/D
UMF 53 GALEANA,CLÕNICA,PUESTOS DE VACUNACI”N,"GALEANA LINARES KM 1 SIN NUMERO  NUEVO LE”N, COL. GALEANA, GALEANA, C.P. 67850, NUEVO LE”N","https://maps.google.com/maps?q=24.8212,-100.077&z=15&iwloc=near&addr",08:00 A 20:00 - LUN MAR MIE JUE VIE,N/D
UMF 52 SAN RAFAEL,CLÕNICA,PUESTOS DE VACUNACI”N,"57 KM 180 SIN NUMERO  NUEVO LE”N, COL. SAN RAFAEL, GALEANA, C.P. 67865, NUEVO LE”N","https://maps.google.com/maps?q=25.0304,-100.554&z=15&iwloc=near&addr",08:00 A 20:00 - LUN MAR MIE JUE VIE,N/D
UMF 24 VILLA GARCÕA,CLÕNICA,PUESTOS DE VACUNACI”N,"LERDO DE TEJADA 112  NUEVO LE”N, COL. CENTRO VILLA DE GARCÕA (CASCO), GARCIA, C.P. 66000, NUEVO LE”N","https://maps.google.com/maps?q=25.811,-100.605&z=15&iwloc=near&addr",08:00 A 20:00 - DOM LUN MAR MIE JUE VIE SAB,N/D
UMF-UMAA 7 SAN PEDRO GARZA,CLÕNICA,PUESTOS DE VACUNACI”N,"DÕAZ ORDAZ SIN NUMERO  NUEVO LE”N, COL. ZONA INDUSTRIAL, SAN PEDRO GARZA GARCIA, C.P. 66217, NUEVO LE”N","https://maps.google.com/maps?q=25.6744051,-100.4063476&z=15&iwloc=near&addr",08:00 A 20:00 - DOM LUN MAR MIE JUE VIE SAB,N/D
UMFH 13 GRAL. TERAN,CLÕNICA,PUESTOS DE VACUNACI”N,"REFORMA SIN NUMERO  NUEVO LE”N, COL. GENERAL TER√ÅN, GENERAL TERAN, C.P. 67400, NUEVO LE”N","https://maps.google.com/maps?q=25.2602,-99.6802&z=15&iwloc=near&addr",08:00 A 20:00 - LUN MAR MIE JUE VIE,N/D
UMFH 14 CADEREYTA,CLÕNICA,PUESTOS DE VACUNACI”N,"JU√ÅREZ SIN NUMERO  NUEVO LE”N, COL. CADEREYTA JIM…NEZ CENTRO, CADEREYTA JIMENEZ, C.P. 67480, NUEVO LE”N","https://maps.google.com/maps?q=25.5893,-99.9845&z=15&iwloc=near&addr",08:00 A 20:00 - DOM LUN MAR MIE JUE VIE SAB,N/D
UMF 27 V. GUADALUPE,CLÕNICA,PUESTOS DE VACUNACI”N,"CARDENAL Y GORRION SIN NUMERO  NUEVO LE”N, COL. CIUDAD GUADALUPE CENTRO, GUADALUPE, C.P. 67100, NUEVO LE”N","https://maps.google.com/maps?q=25.662,-100.238&z=15&iwloc=near&addr",08:00 A 20:00 - DOM LUN MAR MIE JUE VIE SAB,N/D
UMF 29 V. GUADALUPE,CLÕNICA,PUESTOS DE VACUNACI”N,"PABLO LIVAS 5501  NUEVO LE”N, COL. RESIDENCIAL GUADALUPE, GUADALUPE, C.P. 67190, NUEVO LE”N","https://maps.google.com/maps?q=25.6643,-100.205&z=15&iwloc=near&addr",08:00 A 20:00 - DOM LUN MAR MIE JUE VIE SAB,N/D
UMF 30 PINO,CLÕNICA,PUESTOS DE VACUNACI”N,"MARGARITA MAZA DE JU√ÅREZ SIN NUMERO  NUEVO LE”N, COL. CHULAVISTA, GUADALUPE, C.P. 67188, NUEVO LE”N","https://maps.google.com/maps?q=25.7657,-100.266&z=15&iwloc=near&addr",08:00 A 20:00 - DOM LUN MAR MIE JUE VIE SAB,N/D
UMF 32 V. GUADALUPE,CLÕNICA,PUESTOS DE VACUNACI”N,"ARTEAGA Y JIM…NEZ SIN NUMERO  NUEVO LE”N, COL. PARA√çSO, GUADALUPE, C.P. 67140, NUEVO LE”N","https://maps.google.com/maps?q=25.6753,-100.267&z=15&iwloc=near&addr",08:00 A 20:00 - DOM LUN MAR MIE JUE VIE SAB,N/D
UMF 18 HUALAHUISES,CLÕNICA,PUESTOS DE VACUNACI”N,"CHAPULTEPEC 101  NUEVO LE”N, COL. CENTRO HUALAHUISES, HUALAHUISES, C.P. 67890, NUEVO LE”N","https://maps.google.com/maps?q=24.884,-99.6769&z=15&iwloc=near&addr",08:00 A 20:00 - LUN MAR MIE JUE VIE,N/D
UMF 20 V. JU¡REZ,CLÕNICA,PUESTOS DE VACUNACI”N,"ARTURO BONIFACIO DE LA GARZA SIN NUMERO  NUEVO LE”N, COL. BENITO JU√ÅREZ CENTRO, JUAREZ, C.P. 67250, NUEVO LE”N","https://maps.google.com/maps?q=25.6436,-100.093&z=15&iwloc=near&addr",08:00 A 20:00 - DOM LUN MAR MIE JUE VIE SAB,N/D
UMF 47 LAMPAZOS,CLÕNICA,PUESTOS DE VACUNACI”N,"ZUAZUA 904  NUEVO LE”N, COL. LAMPAZOS DE NARANJO, LAMPAZOS DE NARANJO, C.P. 65070, NUEVO LE”N","https://maps.google.com/maps?q=27.0248,-100.507&z=15&iwloc=near&addr",08:00 A 20:00 - LUN MAR MIE JUE VIE,N/D
HGSMF 12 LINARES,HOSPITAL,PUESTOS DE VACUNACI”N,"EMILIO CARRANZA SIN NUMERO  NUEVO LE”N, COL. LINARES CENTRO, LINARES, C.P. 67700, NUEVO LE”N","https://maps.google.com/maps?q=24.8638743,-99.5711106&z=15&iwloc=near&addr",08:00 A 20:00 - DOM LUN MAR MIE JUE VIE SAB,N/D
HGSMF 11 MONTEMORELOS,HOSPITAL,PUESTOS DE VACUNACI”N,"JOS… MA. PARAS Y BALLESTEROS SIN NUMERO  NUEVO LE”N, COL. MONTEMORELOS CENTRO, MONTEMORELOS, C.P. 67500, NUEVO LE”N","https://maps.google.com/maps?q=25.1853841,-99.8415845&z=15&iwloc=near&addr",08:00 A 20:00 - DOM LUN MAR MIE JUE VIE SAB,N/D
HGZMF 2 MONTERREY,HOSPITAL,PUESTOS DE VACUNACI”N,"CONSTITUCION SIN NUMERO  NUEVO LE”N, COL. OBRERA, MONTERREY, C.P. 64010, NUEVO LE”N","https://maps.google.com/maps?q=25.6702906,-100.2962297&z=15&iwloc=near&addr",08:00 A 20:00 - DOM LUN MAR MIE JUE VIE SAB,N/D
UMF 15 MONTERREY,CLÕNICA,PUESTOS DE VACUNACI”N,"ISAAC GARZA 200  NUEVO LE”N, COL. CENTRO, MONTERREY, C.P. 64000, NUEVO LE”N","https://maps.google.com/maps?q=25.7034,-100.284&z=15&iwloc=near&addr",08:00 A 20:00 - DOM LUN MAR MIE JUE VIE SAB,N/D
UMF 26 MONTERREY,CLÕNICA,PUESTOS DE VACUNACI”N,"ABRAHAM LINCOLN SIN NUMERO  NUEVO LE”N, COL. VALLE VERDE 1ER SECTOR, MONTERREY, C.P. 64360, NUEVO LE”N","https://maps.google.com/maps?q=25.7284,-100.369&z=15&iwloc=near&addr",08:00 A 20:00 - LUN MAR MIE JUE VIE,N/D
UMF 28 MONTERREY,CLÕNICA,PUESTOS DE VACUNACI”N,"PENITENCIARIA SIN NUMERO  NUEVO LE”N, COL. BERNARDO REYES, MONTERREY, C.P. 64280, NUEVO LE”N","https://maps.google.com/maps?q=25.7221,-100.333&z=15&iwloc=near&addr",08:00 A 20:00 - DOM LUN MAR MIE JUE VIE SAB,N/D
UMF 3 MONTERREY,CLÕNICA,PUESTOS DE VACUNACI”N,"F…LIX URESTI G”MEZ Y COL”N SIN NUMERO  NUEVO LE”N, COL. MONTERREY CENTRO, MONTERREY, C.P. 64000, NUEVO LE”N","https://maps.google.com/maps?q=25.6842,-100.297&z=15&iwloc=near&addr",08:00 A 20:00 - LUN MAR MIE JUE VIE,N/D
UMF 35 MONTERREY,CLÕNICA,PUESTOS DE VACUNACI”N,"SOLIDARIDAD Y MAGNOLIA SIN NUMERO  NUEVO LE”N, COL. RESIDENCIAL AZTALN, MONTERREY, C.P. 64250, NUEVO LE”N","https://maps.google.com/maps?q=25.7325,-100.347&z=15&iwloc=near&addr",08:00 A 20:00 - LUN MAR MIE JUE VIE,N/D
UMF 36 MONTERREY,CLÕNICA,PUESTOS DE VACUNACI”N,"L√ÅZARO C√ÅRDENAS 6751  NUEVO LE”N, COL. 15 DE SEPTIEMBRE, MONTERREY, C.P. 64760, NUEVO LE”N","https://maps.google.com/maps?q=25.6293,-100.297&z=15&iwloc=near&addr",08:00 A 20:00 - LUN MAR MIE JUE VIE,N/D
UMF 37 MONTERREY,CLÕNICA,PUESTOS DE VACUNACI”N,"REFORMA 2913  NUEVO LE”N, COL. MITRAS CENTRO, MONTERREY, C.P. 64460, NUEVO LE”N","https://maps.google.com/maps?q=25.6873,-100.342&z=15&iwloc=near&addr",08:00 A 20:00 - DOM LUN MAR MIE JUE VIE SAB,N/D
UMF 38 MONTERREY,CLÕNICA,PUESTOS DE VACUNACI”N,"JUAN IGNACIO RAM”N Y GUERRERO SIN NUMERO  NUEVO LE”N, COL. MONTERREY CENTRO, MONTERREY, C.P. 64000, NUEVO LE”N","https://maps.google.com/maps?q=25.6711,-100.314&z=15&iwloc=near&addr",08:00 A 20:00 - LUN MAR MIE JUE VIE,N/D
UMF 39 MONTERREY,CLÕNICA,PUESTOS DE VACUNACI”N,"ESTORNINO 5360  NUEVO LE”N, COL. VALLE VERDE 2O. SECTOR, MONTERREY, C.P. 64117, NUEVO LE”N","https://maps.google.com/maps?q=25.7396,-100.382&z=15&iwloc=near&addr",08:00 A 20:00 - DOM LUN MAR MIE JUE VIE SAB,N/D
UMF 5 MONTERREY,CLÕNICA,PUESTOS DE VACUNACI”N,"IGNACIO MORONES PRIETO 2292  NUEVO LE”N, COL. LOMA LARGA, MONTERREY, C.P. 64710, NUEVO LE”N","https://maps.google.com/maps?q=25.6663,-100.338&z=15&iwloc=near&addr",08:00 A 20:00 - LUN MAR MIE JUE VIE,N/D
UMF 64 STA. CATARINA,CLÕNICA,PUESTOS DE VACUNACI”N,"MANUEL ORDO—EZ SIN NUMERO  NUEVO LE”N, COL. CUMBRES DE SANTA CATARIINA, SANTA CATARINA, C.P. 66358, NUEVO LE”N","https://maps.google.com/maps?q=25.6826273,-100.4864691&z=15&iwloc=near&addr",08:00 A 20:00 - DOM LUN MAR MIE JUE VIE SAB,N/D
HGSMF 10 SABINAS HGO.,HOSPITAL,PUESTOS DE VACUNACI”N,"ESCOBEDO Y ALDAMA 415  NUEVO LE”N, COL. SABINAS HIDALGO CENTRO, SABINAS HIDALGO, C.P. 65200, NUEVO LE”N","https://maps.google.com/maps?q=26.5035582,-100.1845014&z=15&iwloc=near&addr",08:00 A 20:00 - LUN MAR MIE JUE VIE,N/D
UMF 9 SALINAS VICTORIA,CLÕNICA,PUESTOS DE VACUNACI”N,"ZARAGOZA 7  NUEVO LE”N, COL. VALLE DE SALINAS, SALINAS VICTORIA, C.P. 65500, NUEVO LE”N","https://maps.google.com/maps?q=25.9672,-100.292&z=15&iwloc=near&addr",08:00 A 20:00 - DOM LUN MAR MIE JUE VIE SAB,N/D
HGZMF 6 S. NICOLAS GARZA,HOSPITAL,PUESTOS DE VACUNACI”N,"JU√ÅREZ SIN NUMERO  NUEVO LE”N, COL. ITURBIDE, SAN NICOLAS DE LOS GARZA, C.P. 66420, NUEVO LE”N","https://maps.google.com/maps?q=25.7525411,-100.2987849&z=15&iwloc=near&addr",08:00 A 20:00 - LUN MAR MIE JUE VIE,N/D
UMF 31 S. NICOLAS GARZA,CLÕNICA,PUESTOS DE VACUNACI”N,"BENITO JU√ÅREZ SIN NUMERO  NUEVO LE”N, COL. ITURBIDE, SAN NICOLAS DE LOS GARZA, C.P. 66420, NUEVO LE”N","https://maps.google.com/maps?q=25.7362,-100.271&z=15&iwloc=near&addr",08:00 A 20:00 - DOM LUN MAR MIE JUE VIE SAB,N/D
UMF 68 RINC”N DE LA SIERRA,CLÕNICA,PUESTOS DE VACUNACI”N,"MAESTRO ISRAEL CAVAZOS 350  NUEVO LE”N, COL. RINC”N DE LA SIERRA, GUADALUPE, C.P. 67194, NUEVO LE”N","https://maps.google.com/maps?q=25.6792,-100.235&z=15&iwloc=near&addr",08:00 A 20:00 - DOM LUN MAR MIE JUE VIE SAB,N/D
UMF 69 LINCOLN,CLÕNICA,PUESTOS DE VACUNACI”N,"ABRAHAM LINCOLN SIN NUMERO  NUEVO LE”N, COL. VALLE VERDE 1ER SECTOR, MONTERREY, C.P. 64360, NUEVO LE”N","https://maps.google.com/maps?q=25.6714,-100.309&z=15&iwloc=near&addr",08:00 A 20:00 - DOM LUN MAR MIE JUE VIE SAB,N/D
UMF 70 ZUAZUA,CLÕNICA,PUESTOS DE VACUNACI”N,"LA REFORMA SIN NUMERO  NUEVO LE”N, COL. REAL DE PALMAS, GENERAL ZUAZUA, C.P. 65760, NUEVO LE”N",,08:00 A 20:00 - DOM LUN MAR MIE JUE VIE SAB,N/D
UMF 41 DR. GONZ¡LEZ,CLÕNICA,PUESTOS DE VACUNACI”N,"MATAMOROS 109  NUEVO LE”N, COL. DR. GONZ√ÅLEZ, DOCTOR GONZALEZ, C.P. 66750, NUEVO LE”N","https://maps.google.com/maps?q=25.8580751,-99.9446021&z=15&iwloc=near&addr",08:00 A 20:00 - LUN MAR MIE JUE VIE,N/D
UMF 43 ESCOBEDO,CLÕNICA,PUESTOS DE VACUNACI”N,"GUANAJUATO 200  NUEVO LE”N, COL. CELESTINO GASCA, GENERAL ESCOBEDO, C.P. 66055, NUEVO LE”N","https://maps.google.com/maps?q=25.77414,-100.3184&z=15&iwloc=near&addr",08:00 A 20:00 - DOM LUN MAR MIE JUE VIE SAB,N/D
UMF 45 HIDALGO,CLÕNICA,PUESTOS DE VACUNACI”N,"MORELOS SIN NUMERO  NUEVO LE”N, COL. MORELOS, HIDALGO, C.P. 65600, NUEVO LE”N","https://maps.google.com/maps?q=25.9729,-100.454&z=15&iwloc=near&addr",08:00 A 20:00 - LUN MAR MIE JUE VIE,N/D
UMF 8 EL CERCADO,CLÕNICA,PUESTOS DE VACUNACI”N,"NACIONAL SIN NUMERO  NUEVO LE”N, COL. EL CERCADO CENTRO, SANTIAGO, C.P. 67320, NUEVO LE”N","https://maps.google.com/maps?q=25.4269,-100.152&z=15&iwloc=near&addr",08:00 A 20:00 - DOM LUN MAR MIE JUE VIE SAB,N/D
UMF 46 VILLA ALDAMA,CLÕNICA,PUESTOS DE VACUNACI”N,"GUERRERO SIN NUMERO  NUEVO LE”N, COL. VILLALDAMA, VILLALDAMA, C.P. 65350, NUEVO LE”N","https://maps.google.com/maps?q=26.4933,-100.431&z=15&iwloc=near&addr",08:00 A 20:00 - LUN MAR MIE JUE VIE,N/D
UMF 66 PUEBLO NUEVO,CLÕNICA,PUESTOS DE VACUNACI”N,"RIO PILON 1000  NUEVO LE”N, COL. PUEBLO NUEVO V, APODACA, C.P. 66646, NUEVO LE”N","https://maps.google.com/maps?q=25.76,-100.162&z=15&iwloc=near&addr",08:00 A 20:00 - DOM LUN MAR MIE JUE VIE SAB,N/D
UMF 71 METROPLEX,CLÕNICA,PUESTOS DE VACUNACI”N,"N-31 201  NUEVO LE”N, COL. METROPLEX II, APODACA, C.P. 66612, NUEVO LE”N","https://maps.google.com/maps?q=25.795,-100.2531&z=15&iwloc=near&addr",08:00 A 20:00 - DOM LUN MAR MIE JUE VIE SAB,N/D
UMF 72 BUENA VISTA,CLÕNICA,PUESTOS DE VACUNACI”N,"VISTA REGIA 582  NUEVO LE”N, COL. BUENA VISTA, EL CARMEN, C.P. 66583, NUEVO LE”N","https://maps.google.com/maps?q=25.851894,-100.3696916&z=15&iwloc=near&addr",08:00 A 20:00 - LUN MAR MIE JUE VIE,N/D
TEATRO CUB. MONTERREY,TEATRO,OTROS SERVICIOS,"AV. CONSTITUCI”N ESQ. PORFIRIO DÕAZ S/N S/N MONTERREY, COL. CENTRO, MONTERREY, C.P. 64000, NUEVO LE”N","https://maps.google.com/maps?q=25.667519,-100.328148&z=15&iwloc=near&addr",CONSULTAR CARTELERA,818 150 31 32EXT: 41719
VELATORIO NO. 10 MONTERREY,VELATORIO,OTROS SERVICIOS,"AV. DR. IGNACIO MORONES PRIETO ESQUINA AV. BAJA CALIFORNIA S/N S/N , COL. INDEPENDENCIA, MONTERREY, C.P. 64720, NUEVO LE”N","https://maps.google.com/maps?q=25.6615,-100.308&z=15&iwloc=near&addr",24 HORAS AL DÕA LOS 365 DÕAS DEL A—O,(818)190-69-35; (818)190-43-03
UMF 38 MONTERREY,CLÕNICA,UNIDADES MEDICAS,"AVENIDA JUAN IGNACIO RAM”N Y GUERRERO S/N  MONTERREY, COL. MONTERREY CENTRO, MONTERREY, C.P. 64000, NUEVO LE”N","https://maps.google.com/maps?q=25.6711,-100.314&z=15&iwloc=near&addr",N/D,N/D
UMF 28 MONTERREY,CLÕNICA,UNIDADES MEDICAS,"AVENIDA PENITENCIARIA Y FIDEL VEL¡ZQUEZ S/N  MONTERREY, COL. BERNARDO REYES, MONTERREY, C.P. 64280, NUEVO LE”N","https://maps.google.com/maps?q=25.7215,-100.331&z=15&iwloc=near&addr",N/D,N/D
UMF 18 HUALAHUISES,CLÕNICA,UNIDADES MEDICAS,"CALLE CHAPULTEPEC 101  HUALAHUISES, COL. CENTRO HUALAHUISES, HUALAHUISES, C.P. 67890, NUEVO LE”N","https://maps.google.com/maps?q=24.884,-99.6769&z=15&iwloc=near&addr",N/D,N/D
UMF 51 CHINA,CLÕNICA,UNIDADES MEDICAS,"CALLE ZARAGOZA 1414  CHINA, COL. REVOLUCI”N, CHINA, C.P. 67050, NUEVO LE”N","https://maps.google.com/maps?q=25.7024,-99.2389&z=15&iwloc=near&addr",N/D,N/D
HOSPITAL GENERAL DE ZONA CON MEDICINA FAMILIARE(HGZ/MF) 06,M”DULOS DE ATENCI”N,M”DULOS DE ATENCI”N,"AV. JU¡REZ Y CARRETERA A LAREDO S/N S/N SAN NICOLAS DE LOS GARZA, COL. ITURBIDE, SAN NICOLAS DE LOS GARZA, C.P. 66460, NUEVO LE”N","https://maps.google.com/maps?q=25.7525,-100.298&z=15&iwloc=near&addr",8:00 - 21:30,(818) 376 29 00
UMF 15 MONTERREY,M”DULOS DE ATENCI”N,M”DULOS DE ATENCI”N,"CALLE ISAAC GARZA 200 S/N MONTERREY, COL. CENTRO, MONTERREY, C.P. 64000, NUEVO LE”N","https://maps.google.com/maps?q=25.7034,-100.284&z=15&iwloc=near&addr",8:00 - 20:00,(818) 351 91 55
UNIDAD DE MEDICINA FAMILIAR (UMF) 37,M”DULOS DE ATENCI”N,M”DULOS DE ATENCI”N,"PROF. MOISES SAENZ Y PROL MADERO S/N S/N MONTERREY, COL. MITRAS CENTRO, MONTERREY, C.P. 64460, NUEVO LE”N","https://maps.google.com/maps?q=25.6873,-100.342&z=15&iwloc=near&addr",8:00 - 16:00,(818) 348 88 35
UMAE HOSPITAL DE TRAUMATOLOGÕA Y ORTOPEDÕA N∞ 21 NUEVO LE”N,M”DULOS DE ATENCI”N,M”DULOS DE ATENCI”N,"AVENIDA PINO SUAREZ S/N ENTRE 15 DE MAYO Y JUAN IGNACIO RAM”N S/N  MONTERREY, COL. CENTRO, MONTERREY, C.P. 64000, NUEVO LE”N","https://maps.google.com/maps?q=25.671907,-100.3196&z=15&iwloc=near&addr",8:00 -21:00 M”DULO ORDINARIO,(818) 150 31 90 EXT. 41618
HOSPITAL REGIONAL DE PSIQUIATRIA 22 UMC NUEVO LE”N,M”DULOS DE ATENCI”N,M”DULOS DE ATENCI”N,"RAYONES 965  MONTERREY, COL. LOS NOGALES, MONTERREY, C.P. 64260, NUEVO LE”N","https://maps.google.com/maps?q=25.732423,-100.3226&z=15&iwloc=near&addr",7:30 - 21:00,(818) 352 08 08
UMF 72 BUENA VISTA,CLÕNICA,UNIDADES MEDICAS,"AVENIDA VISTA REGIA ENTRE CALLE LIBRELES Y CALLE ANTARES 582  EL CARMEN, COL. BUENA VISTA, EL CARMEN, C.P. 66583, NUEVO LE”N","https://maps.google.com/maps?q=25.85189399,-100.3696916&z=15&iwloc=near&addr",N/D,N/D
U-1701 CENDI EL ROBLE S.C.,GUARDERÕA,OTROS SERVICIOS,"JOS… MARÕA VELAZCO 900  ESCOBEDO, COL. FRACCIONAMIENTO PASEO REAL 1 SECTOR, ABASOLO, C.P. 66072, NUEVO LE”N","https://maps.google.com/maps?q=25.79647486,-100.3358514&z=15&iwloc=near&addr",07:00-16:00,6889865
U-0351 BABY CARE HOUSE S.C.,GUARDERÕA,OTROS SERVICIOS,"5 DE MAYO 829  MONTERREY, COL. CENTRO, MONTERREY, C.P. 64000, NUEVO LE”N","https://maps.google.com/maps?q=25.67267,-100.30699&z=15&iwloc=near&addr",07:00-16:00,6889865
U-1395 MENINOS,GUARDERÕA,OTROS SERVICIOS,"VIRGILIO C. GUERRA 301-A  SANTA CATARINA, COL. LA FAMA, SANTA CATARINA, C.P. 66100, NUEVO LE”N","https://maps.google.com/maps?q=25.67151,-100.42443&z=15&iwloc=near&addr",07:30-16:30,6889865
