ID,PRODUCTO,URL,PIC,COSTO_30MAR26
100,CANDESARTAN 8 MG 14 TABLETAS,https://www.farmaciasdesimilares.com/candesartan_8mg_14tab/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/158076-300-300?v=638152100462600000&width=300&height=300&aspect=true,$209
101,CAPTOPRIL 25 MG 30 TABLETAS,https://www.farmaciasdesimilares.com/captopril_25mg_30tab/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/158388-300-300?v=638152102319130000&width=300&height=300&aspect=true,$27
102,CAPTOPRIL 50 MG 30 TABLETAS,https://www.farmaciasdesimilares.com/captopril_50mg_30tab/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/162231-300-300?v=638663450045500000&width=300&height=300&aspect=true,$66
103,CARBAMAZEPINA 200 MG 20 TABLETAS,https://www.farmaciasdesimilares.com/carbamazepina_200mg_20tab/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/155779-300-300?v=638011909284000000&width=300&height=300&aspect=true,$36
104,CARISOPRODOL / MELOXICAM 200MG/15MG 7 TABLETAS,https://www.farmaciasdesimilares.com/carisoprodol_meloxi_200mg_15mg_7tab/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/158190-300-300?v=638152101136270000&width=300&height=300&aspect=true,$179
105,CEFACLOR 250 MG SUSPENSION 75 ML 1 PIEZA,https://www.farmaciasdesimilares.com/cefaclor_250mg_susp_75ml/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/158358-300-300?v=638152102147170000&width=300&height=300&aspect=true,$129
106,CEFACLOR 375MG/5ML SUSPENSION 50 ML 1 PIEZA,https://www.farmaciasdesimilares.com/cefaclor_375mg_5ml_susp_50ml/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/158427-300-300?v=638152102519670000&width=300&height=300&aspect=true,$149
107,CEFACLOR 500 MG 15 CAPSULAS,https://www.farmaciasdesimilares.com/cefaclor_500mg_15cap/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/158364-300-300?v=638152102179600000&width=300&height=300&aspect=true,$274
108,CEFALEXINA / BROMHEXINA 250/4.39MG SUSPENSION 1 PIEZA,https://www.farmaciasdesimilares.com/cefalexina_brom_250_4_39mg_susp/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/158421-300-300?v=638152102488230000&width=300&height=300&aspect=true,$76
109,CEFALEXINA / BROMHEXINA 500/8.782MG 12 CAPSULAS,https://www.farmaciasdesimilares.com/cefalexina_brom_500_8_782mg_12cap/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/158430-300-300?v=638152102535630000&width=300&height=300&aspect=true,$72
110,CEFALEXINA 250MG/5ML SUSPENSION 100 ML 1 PIEZA,https://www.farmaciasdesimilares.com/cefalexina_250mg_5ml_100ml_susp/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/163250-300-300?v=638762739514230000&width=300&height=300&aspect=true,$74
111,CEFALEXINA 500 MG 20 CAPSULAS,https://www.farmaciasdesimilares.com/cefalexina_500mg_20cap/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/159612-300-300?v=638494137161330000&width=300&height=300&aspect=true,$84
112,CEFIXIMA 100MG/5ML SUSPENSION ORAL 1 PIEZA,https://www.farmaciasdesimilares.com/cefixima_100mg_5ml_susp_oral_50ml/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/158136-300-300?v=638152100789770000&width=300&height=300&aspect=true,$149
113,CEFIXIMA 400 MG 3 CAPSULAS,https://www.farmaciasdesimilares.com/cefixima_400mg_3cap/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/158148-300-300?v=638152100855170000&width=300&height=300&aspect=true,$149
114,CEFOTAXIMA 1 GR SOLUCION INYECTABLE 1 PIEZA,https://www.farmaciasdesimilares.com/cefotaxima_1gr_sol_iny/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/158073-300-300?v=638152100445800000&width=300&height=300&aspect=true,$88
115,CEFOTAXIMA 500 MG SOLUCION INYECTABLE 1 PIEZA,https://www.farmaciasdesimilares.com/cefotaxima_500mg_sol_iny/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/158085-300-300?v=638152100513870000&width=300&height=300&aspect=true,$54
116,CEFTAZIDIMA 1 GR SOLUCION INYECTABLE 1 PIEZA,https://www.farmaciasdesimilares.com/ceftazidima_1gr_sol_iny/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/158094-300-300?v=638152100559170000&width=300&height=300&aspect=true,$121
117,CEFTIBUTENO 400 MG 5 CAPSULAS,https://www.farmaciasdesimilares.com/ceftibuteno_400mg_5cap/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/158196-300-300?v=638152101190100000&width=300&height=300&aspect=true,$339
118,CEFTRIAXONA 500 MG SOLUCION INYECTABLE 1 PIEZA,https://www.farmaciasdesimilares.com/ceftriaxona_500mg_1amp/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/159678-300-300?v=638494150373100000&width=300&height=300&aspect=true,$49
119,CEFTRIAXONA SOLUCION INYECTABLE 1 GR  1 AMPOLLETA,https://www.farmaciasdesimilares.com/ceftriaxona_1gr_1amp/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/163201-300-300?v=638762648316070000&width=300&height=300&aspect=true,$79
120,CEFUROXIMA  750MG/5ML SOLUCION INYECTABLE 1 AMPOLLETA,https://www.farmaciasdesimilares.com/cefuroxima_750mg_5ml_1amp/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/158097-300-300?v=638152100574270000&width=300&height=300&aspect=true,$76
121,CEFUROXIMA 250MG/5ML 50ML SUSPENSION 1 PIEZA,https://www.farmaciasdesimilares.com/cefuroxima_250mg_5ml_50ml_susp/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/158460-300-300?v=638152102691000000&width=300&height=300&aspect=true,$139
122,CEFUROXIMA 500 MG 10 TABLETAS,https://www.farmaciasdesimilares.com/cefuroxima_500mg_10tab/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/158457-300-300?v=638152102676600000&width=300&height=300&aspect=true,$195
123,CELECOXIB 200 MG 10 CAPSULAS,https://www.farmaciasdesimilares.com/celecoxib_200mg_10cap_gen/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/160516-300-300?v=638580327209570000&width=300&height=300&aspect=true,$99
124,CELECOXIB 200 MG 10 CAPSULAS,https://www.farmaciasdesimilares.com/celecoxib_200mg_10cap/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/160513-300-300?v=638580327115370000&width=300&height=300&aspect=true,$199
125,CETIRIZINA 10 MG 10 TABLETAS,https://www.farmaciasdesimilares.com/cetirizina_10mg_10tab/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/162342-300-300?v=638663450948930000&width=300&height=300&aspect=true,$60
126,CETIRIZINA 100 MG SOLUCION 50 ML 1 PIEZA,https://www.farmaciasdesimilares.com/cetirizina_100mg_50ml/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/162583-300-300?v=638682405404730000&width=300&height=300&aspect=true,$80
127,CILOSTAZOL 100MG 30 TABLETAS,https://www.farmaciasdesimilares.com/cilostazol_100mg_30tab/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/160636-300-300?v=638586482334670000&width=300&height=300&aspect=true,$279
128,CINARIZINA 75 MG 60 TABLETAS,https://www.farmaciasdesimilares.com/cinarizina_75mg_60tab/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/158688-300-300?v=638154646704000000&width=300&height=300&aspect=true,$52
129,CINITAPRIDA 1MG 25 COMPRIMIDOS,https://www.farmaciasdesimilares.com/cinitaprida_1mg_25comp/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/164382-300-300?v=639105032880330000&width=300&height=300&aspect=true,$119
130,CIPROFIBRATO 100 MG 30 TABLETAS,https://www.farmaciasdesimilares.com/ciprofibrato_100mg_30tab/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/163274-300-300?v=638762747212100000&width=300&height=300&aspect=true,$299
131,CIPROFLOXACINO / DEXAMETASONA 3.5/1 MG SOLUCION OFTALMICA 5 ML 1 PIEZA,https://www.farmaciasdesimilares.com/ciprofloxacino_dexamet_oft_5ml/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/158019-300-300?v=638152100178470000&width=300&height=300&aspect=true,$71
132,CIPROFLOXACINO / HIDROCORTISONA / LIDOCAINA SUSPENSION OTICA 10 ML 1 PIEZA,https://www.farmaciasdesimilares.com/ciprofloxa_hidro_lido_otica_10ml/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/160558-300-300?v=638586481856530000&width=300&height=300&aspect=true,$63
133,CIPROFLOXACINO 250 MG 12 TABLETAS,https://www.farmaciasdesimilares.com/ciprofloxacino_250mg_12tab/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/162339-300-300?v=638663450936030000&width=300&height=300&aspect=true,$39
134,CIPROFLOXACINO 500 MG 12 TABLETAS,https://www.farmaciasdesimilares.com/ciprofloxacino_500mg_12tab/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/158433-300-300?v=638152102551670000&width=300&height=300&aspect=true,$84
135,CIPROFLOXACINO SOLUCION OFTALMICA 5 ML 1 PIEZA,https://www.farmaciasdesimilares.com/ciprofloxacino_sol_oft_5ml/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/162288-300-300?v=638663450733400000&width=300&height=300&aspect=true,$51
136,CIPROHEPTADINA 40 MG / CIANOCOBALAMINA 300 MCG SOLUCION 1 PIEZA,https://www.farmaciasdesimilares.com/ciproheptadina_cianocobalamina_sol/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/158244-300-300?v=638152101488830000&width=300&height=300&aspect=true,$154
137,CIPROTERONA  / ETINILESTRADIOL 2 /.035 MG 21 TABLETAS,https://www.farmaciasdesimilares.com/ciproteronaetinilest_21tab/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/159789-300-300?v=638494160170630000&width=300&height=300&aspect=true,$224
138,CISAPRIDA 10 MG 30 TABLETAS,https://www.farmaciasdesimilares.com/cisaprida_10mg_30tab/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/157122-300-300?v=638139777993600000&width=300&height=300&aspect=true,$71
139,CITALOPRAM 20 MG 14 TABLETAS,https://www.farmaciasdesimilares.com/citalopram_20mg_14tab/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/162369-300-300?v=638663451060170000&width=300&height=300&aspect=true,$130
140,CITICOLINA 500 MG 10 TABLETAS,https://www.farmaciasdesimilares.com/citicolina_500mg_10tab/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/157407-300-300?v=638139780430570000&width=300&height=300&aspect=true,$269
141,CLARITROMICINA 125 MG SUSPENSION 60 ML 1 PIEZA,https://www.farmaciasdesimilares.com/claritromicina_125mg_susp_60ml/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/162327-300-300?v=638663450888770000&width=300&height=300&aspect=true,$119
142,CLARITROMICINA 250 MG 10 TABLETAS,https://www.farmaciasdesimilares.com/claritromicina_250mg_10tab/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/158310-300-300?v=638152101883400000&width=300&height=300&aspect=true,$88
143,CLARITROMICINA 250MG/5ML SUSPENSION 1 PIEZA,https://www.farmaciasdesimilares.com/claritromicina_250mg_5ml_susp/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/158355-300-300?v=638152102120700000&width=300&height=300&aspect=true,$166
144,CLARITROMICINA 500 MG 10 TABLETAS,https://www.farmaciasdesimilares.com/claritromicina_500mg_10tab/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/162273-300-300?v=638663450655670000&width=300&height=300&aspect=true,$133
145,CLINDAMICINA / KETOCONAZOL 2/8 GR CREMA 30 GR 1 PIEZA,https://www.farmaciasdesimilares.com/clindamicina_ketoco_crema_30gr/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/162132-300-300?v=638663449454730000&width=300&height=300&aspect=true,$99
146,CLINDAMICINA / KETOCONAZOL 7 OVULOS,https://www.farmaciasdesimilares.com/clindamicina_ketoco_7_ovulos/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/162045-300-300?v=638663448990930000&width=300&height=300&aspect=true,$91
147,CLINDAMICINA / PEROXIDO DE BENZOILO 1/5 GR GEL 30 GR 1 PIEZA,https://www.farmaciasdesimilares.com/clindamicina_per_ben_30gr_gel/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/156900-300-300?v=638139776056330000&width=300&height=300&aspect=true,$369
148,CLINDAMICINA 300 MG 16 CAPSULAS,https://www.farmaciasdesimilares.com/clindamicina_300mg_16cap/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/159684-300-300?v=638494150596570000&width=300&height=300&aspect=true,$120
149,CLINDAMICINA 600MG/4ML SOLUCION INYECTABLE 1 AMPOLLETA,https://www.farmaciasdesimilares.com/clindamicina_600mg_4ml_1amp/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/158283-300-300?v=638152101726030000&width=300&height=300&aspect=true,$47
150,CLINDAMICINA GEL 1GR 1% 1 PIEZA,https://www.farmaciasdesimilares.com/clindamicina_gel_1gr_1/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/162321-300-300?v=638663450867300000&width=300&height=300&aspect=true,$45
151,CLOBETASOL 0.044/100GR CREMA 40GR,https://www.farmaciasdesimilares.com/clobetasol_0_044_100gr_crema_40gr/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/162441-300-300?v=638664914038030000&width=300&height=300&aspect=true,$269
152,CLONIXINATO DE LISINA  / CICLOBENZAPRINA 125MG/5MG 20 TABLETAS,https://www.farmaciasdesimilares.com/clonix_lisinaciclo_125mg5mg_20tab/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/159469-300-300?v=638379795094400000&width=300&height=300&aspect=true,$249
153,CLONIXINATO DE LISINA / BUTILHIOSCINA 125/10MG 20 TABLETAS,https://www.farmaciasdesimilares.com/clonix_lis_buti_125_10mg_20tab/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/157914-300-300?v=638152099485100000&width=300&height=300&aspect=true,$94
154,CLONIXINATO DE LISINA / BUTILHIOSCINA 250/10MG 10 TABLETAS,https://www.farmaciasdesimilares.com/clonix_lis_buti_250_10mg_10tab/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/162330-300-300?v=638663450900570000&width=300&height=300&aspect=true,$71
155,CLONIXINATO DE LISINA / DICLOFENACO 250/50MG 14 TABLETAS DORIXINA,https://www.farmaciasdesimilares.com/clonix_lis_diclo_250_50mg_14tab_dorixina/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/163124-300-300?v=638749956511600000&width=300&height=300&aspect=true,$439
156,CLONIXINATO DE LISINA / PARGEVERINA 20 TABLETAS,https://www.farmaciasdesimilares.com/lisina_parg_125_10mg_20tab/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/159951-300-300?v=638494173540900000&width=300&height=300&aspect=true,$199
157,CLONIXINATO DE LISINA 250 MG 10 TABLETAS,https://www.farmaciasdesimilares.com/clonixinato_lis_250mg_10tab/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/157860-300-300?v=638152098370500000&width=300&height=300&aspect=true,$45
158,CLONIXINATO LISINA/TRAMADOL125MG/25 MG 14 TABLETAS,https://www.farmaciasdesimilares.com/clonix_lisina_tramadol125mg_25mg_14tab/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/163744-300-300?v=638911455191230000&width=300&height=300&aspect=true,$459
159,CLOPIDOGREL 75 MG 28 TABLETAS,https://www.farmaciasdesimilares.com/clopidogrel_75mg_28tab/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/163160-300-300?v=638757714078200000&width=300&height=300&aspect=true,$89
160,CLORANFENICOL 5 MG UNGÜENTO OFTALMICO 5 GR 1 PIEZA,https://www.farmaciasdesimilares.com/cloranfenicol_unguento_oft_5gr/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/162150-300-300?v=638663449561330000&width=300&height=300&aspect=true,$66
161,CLORANFENICOL SOLUCION OFTALMICA 15 ML 1 PIEZA,https://www.farmaciasdesimilares.com/cloranfenicol_sol_oft_15ml/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/158271-300-300?v=638152101662500000&width=300&height=300&aspect=true,$29
162,CLORFENAMINA 4 MG 20 TABLETAS,https://www.farmaciasdesimilares.com/clorfenamina_4mg_20tab/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/158163-300-300?v=638152100982070000&width=300&height=300&aspect=true,$10
163,CLORFENAMINA 50MG/100ML JARABE 120 ML 1 PIEZA,https://www.farmaciasdesimilares.com/clorfenamina_50mg_100ml_120ml_jbe/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/163035-300-300?v=638738459052670000&width=300&height=300&aspect=true,$24
164,CLOROPIRAMINA 20MG/2ML SOLUCION INYECTABLE 5 AMPOLLETAS,https://www.farmaciasdesimilares.com/cloropiramina_20mg_2ml_5amp/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/157950-300-300?v=638152099803230000&width=300&height=300&aspect=true,$159
165,CLOROPIRAMINA 25 MG 20 TABLETAS,https://www.farmaciasdesimilares.com/cloropiramina_25mg_20tab/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/157947-300-300?v=638152099788170000&width=300&height=300&aspect=true,$91
166,CLORTALIDONA 50 MG 20 TABLETAS,https://www.farmaciasdesimilares.com/clortalidona_50mg_20tab/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/162360-300-300?v=638663451021430000&width=300&height=300&aspect=true,$20
167,CLORURO DE POTASIO 500 MG 50 GRAGEAS,https://www.farmaciasdesimilares.com/cloruro_de_potasio_500mg_50grag/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/156810-300-300?v=638139775266530000&width=300&height=300&aspect=true,$250
168,CLOTRIMAZOL 1/100GR 30GR CREMA,https://www.farmaciasdesimilares.com/clotrimazol_1_100gr_30gr_crema/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/159900-300-300?v=638494173302570000&width=300&height=300&aspect=true,$27
169,CLOTRIMAZOL 2/100GR 20GR CREMA VAGINAL,https://www.farmaciasdesimilares.com/clotrimazol_2_100gr_20gr_crema_vaginal/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/162363-300-300?v=638663451033430000&width=300&height=300&aspect=true,$49
170,CLOTRIMAZOL DUAL (CREMA VAGINAL 10 GR/ 3 OVULOS),https://www.farmaciasdesimilares.com/clotrimazol_dual_crem_vag_10gr_3_ovu/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/156288-300-300?v=638139770802000000&width=300&height=300&aspect=true,$59
171,CLOTRIMAZOL V 1 OVULO 500 MG,https://www.farmaciasdesimilares.com/clotrimazol_v_500mg_1_ovulo/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/160032-300-300?v=638494173946870000&width=300&height=300&aspect=true,$139
172,CLOTRIMAZOL V 3 OVULOS 200 MG,https://www.farmaciasdesimilares.com/clotrimazol_v_200mg_3_ovulos/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/156474-300-300?v=638139772387370000&width=300&height=300&aspect=true,$69
173,CLOTRIMAZOL/ DEXAMETASONA 1GR/0.04GR CREMA 30 GR BAYCUTEN,https://www.farmaciasdesimilares.com/clotrim_dexam_1g_0_04g_crem30gr_baycuten/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/160116-300-300?v=638494174367630000&width=300&height=300&aspect=true,$269
174,CLOTRIMAZOL/ DEXAMETASONA 1GR/0.04GR CREMA 30 GR GENERICO,https://www.farmaciasdesimilares.com/clotrim_dexam_1g_0_04g_crem30gr_gen/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/162996-300-300?v=638732657720030000&width=300&height=300&aspect=true,$69
175,COBAMAMIDA 1000 MCG 12 SOBRES,https://www.farmaciasdesimilares.com/cobamamida_1000mcg_12sobres/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/161058-300-300?v=638639359454930000&width=300&height=300&aspect=true,$229
176,COLCHICINA 1 MG 30 TABLETAS,https://www.farmaciasdesimilares.com/colchicina_1mg_30tab/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/162366-300-300?v=638663451045230000&width=300&height=300&aspect=true,$41
177,COMPLEJO B (VITAMINAS B1 / B6 / B12) 30 TABLETAS,https://www.farmaciasdesimilares.com/complejo_b_30tab/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/159618-300-300?v=638494139701900000&width=300&height=300&aspect=true,$23
178,CROMOGLICATO DE SODIO SOLUCION OFTALMICA 5 ML 1 PIEZA,https://www.farmaciasdesimilares.com/cromoglicato_de_sodio_sol_oft_5ml/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/156189-300-300?v=638139769934930000&width=300&height=300&aspect=true,$47
179,CUO PROTECT 100 MG 30 TABLETAS LIBERACION RETARDADA,https://www.farmaciasdesimilares.com/cuo_protect_100mg_30tab_lr/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/158646-300-300?v=638154646250500000&width=300&height=300&aspect=true,$69
180,DAPAGLIFLOZINA 10MG 28 TABLETAS,https://www.farmaciasdesimilares.com/dapagliflozina_10mg_28tab/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/157194-300-300?v=638139778617800000&width=300&height=300&aspect=true,$799
181,DAPAGLIFLOZINA/METFORMINA 10/1000MG 28 TABLETAS XIGDUO XR,https://www.farmaciasdesimilares.com/dapaglifl_metf_10_1000mg_28tab_xigduo_xr/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/163819-300-300?v=638944163602730000&width=300&height=300&aspect=true,$399
182,DEFLAZACORT 30 MG 10 TABLETAS,https://www.farmaciasdesimilares.com/deflazacort_30mg_10tab/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/158920-300-300?v=638224900043130000&width=300&height=300&aspect=true,$159
183,DEFLAZACORT 6 MG 20 TABLETAS,https://www.farmaciasdesimilares.com/deflazacort_6mg_20tab/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/163219-300-300?v=638762712309930000&width=300&height=300&aspect=true,$114
184,DESLORATADINA 5 MG 10 TABLETAS,https://www.farmaciasdesimilares.com/desloratadina_5mg_10tab/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/162105-300-300?v=638663449327600000&width=300&height=300&aspect=true,$70
185,DESLORATADINA 50 MG SOLUCION 120 ML 1 PIEZA,https://www.farmaciasdesimilares.com/desloratadina_50mg_sol_120ml/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/160564-300-300?v=638586481893130000&width=300&height=300&aspect=true,$99
186,DESVENLAFAXINA 100MG LIBERACION PROLONGADA 14 TABLETAS,https://www.farmaciasdesimilares.com/desvenlafaxina_100mg_lp_14_tab/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/163810-300-300?v=638939066231600000&width=300&height=300&aspect=true,$258
187,DESVENLAFAXINA 50 MG 14 TABLETAS LIBERACION PROLONGADA,https://www.farmaciasdesimilares.com/desvenlafaxina_50mg_14tab_lp/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/157428-300-300?v=638139780586600000&width=300&height=300&aspect=true,$499
188,DESVENLAXAFINA 50MG 14 TABLETAS LIBERACION PROLONGADA (GENERICO),https://www.farmaciasdesimilares.com/desvenlaxafina_50mg_14_tab_lp_gen/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/163111-300-300?v=638749114170470000&width=300&height=300&aspect=true,$129
189,DEXAMETASONA / NEOMICINA 1/3.5 MG SOLUCION GOTAS OFTALMICAS 5 ML 1 PIEZA,https://www.farmaciasdesimilares.com/dexametasona_neomicina_sol_5ml/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/159717-300-300?v=638494150742900000&width=300&height=300&aspect=true,$20
190,DEXAMETASONA 0.50MG 30 TABLETAS,https://www.farmaciasdesimilares.com/dexametasona_050mg_30tab/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/159052-300-300?v=638224900916370000&width=300&height=300&aspect=true,$29
191,DEXAMETASONA SOLUCION INYECTABLE 8MG/2ML 1 PIEZA,https://www.farmaciasdesimilares.com/dexametasona_8mg2ml_1amp/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/163195-300-300?v=638762646570230000&width=300&height=300&aspect=true,$14
192,DEXAMETASONA/FENILEFRINA/NEOMICINA 15ML NASAL,https://www.farmaciasdesimilares.com/dexametasona_fenil_neomicina_15ml_nasal/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/159714-300-300?v=638494150730800000&width=300&height=300&aspect=true,$34
193,DEXAMETASONA/LIDOCAINA/VITAMINA B1 B6 B12 6 AMPOLLETAS,https://www.farmaciasdesimilares.com/dexametasona_lidocaina_b1b6b12_6amp/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/159768-300-300?v=638494160083300000&width=300&height=300&aspect=true,$75
194,DEXKETOPROFENO 25 MG 10 TABLETAS,https://www.farmaciasdesimilares.com/dexketoprofeno_25mg_10tab/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/158178-300-300?v=638152101072000000&width=300&height=300&aspect=true,$127
195,DEXLANSOPRAZOL 30MG 7 CAPSULAS LIBERACION RETARDADA,https://www.farmaciasdesimilares.com/dexlansoprazol_30mg_7cap_lr/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/162993-300-300?v=638732584580930000&width=300&height=300&aspect=true,$149
196,DEXLANSOPRAZOL 60 MG 7 TABLETAS LIBERACIÓN RETARDADA (GEN),https://www.farmaciasdesimilares.com/dexlansoprazol_60_mg_7tab_lr_gen/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/162742-300-300?v=638700617256530000&width=300&height=300&aspect=true,$189
197,DEXLANSOPRAZOL 60MG 7 CAPSULAS LIBERACION RETARDADA TAKEDA,https://www.farmaciasdesimilares.com/dexlansoprazol_60mg_7_cap_lr_takeda/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/162838-300-300?v=638718599145930000&width=300&height=300&aspect=true,$349
198,DEXTROMETORFANO 300 MG JARABE 120 ML 1 PIEZA,https://www.farmaciasdesimilares.com/dextrometorfano_jbe_120ml/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/157278-300-300?v=638139779317600000&width=300&height=300&aspect=true,$23
199,DIACEREINA/ MELOXICAM 50 MG/15 MG 20 CAPSULAS,https://www.farmaciasdesimilares.com/diacereina_meloxicam_50mg_15mg_20cap/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/163029-300-300?v=638738450848030000&width=300&height=300&aspect=true,$699
200,DICICLOVERINA 10 MG 30 TABLETAS,https://www.farmaciasdesimilares.com/dicicloverina_10mg_30tab/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/157551-300-300?v=638139781678400000&width=300&height=300&aspect=true,$36
201,DICLOFENACO .18 GR SUSPENSION 120 ML 1 PIEZA,https://www.farmaciasdesimilares.com/diclofenaco_ac_libre_susp_120ml/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/157875-300-300?v=638152098496730000&width=300&height=300&aspect=true,$64
202,DICLOFENACO 100MG 20 TABLETAS,https://www.farmaciasdesimilares.com/diclofenaco_100mg_20tab/p,https://farmaciassimilaresmx.vtexassets.com/arquivos/ids/159723-300-300?v=638494150768730000&width=300&height=300&aspect=true,$35
